task_id,category,hardware,model,backend,run_index,raw_output,latency_s,input_tokens,output_tokens,tokens_per_second,peak_memory_mb,peak_memory_allocated_mb,peak_memory_reserved_mb,error,groq_server_tokens_per_second,groq_response_id,timestamp,correct,score_reason,parsed_calls,gold_calls,failure_type
parallel_156,parallel,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""random_forest.train"", ""arguments"": {""n_estimators"": ""100"", ""max_depth"": ""10"", ""data"": ""data_random_forest""}}
</tool_call>

<tool_call>
{""name"": ""random_forest.train"", ""arguments"": {""n_estimators"": ""200"", ""max_depth"": ""20"", ""data"": ""data_random_forest""}}
</tool_call>

<tool_call>
{""name"": ""random_forest.train"", ""arguments"": {""n_estimators"": ""300"", ""max_depth"": ""30"", ""data"": ""data_random_forest""}}
</tool_call>

<tool_call>
{""name"": ""random_forest.train"", ""arguments"": {""n_estimators"": ""400"", ""max_depth"": ""40"", ""data"": ""data_random_forest""}}
</tool_call>",10.971470433287323,405,173,15.768169002681708,15423.20458984375,15423.20458984375,15502.0,,,,2026-04-30T21:45:14.832136+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""random_forest.train"", ""arguments"": {""n_estimators"": ""100"", ""max_depth"": ""10"", ""data"": ""data_random_forest""}}, {""name"": ""random_forest.train"", ""arguments"": {""n_estimators"": ""200"", ""max_depth"": ""20"", ""data"": ""data_random_forest""}}, {""name"": ""random_forest.train"", ""arguments"": {""n_estimators"": ""300"", ""max_depth"": ""30"", ""data"": ""data_random_forest""}}, {""name"": ""random_forest.train"", ""arguments"": {""n_estimators"": ""400"", ""max_depth"": ""40"", ""data"": ""data_random_forest""}}]","[{""name"": ""random_forest.train"", ""arguments"": {""n_estimators"": [100], ""max_depth"": [10], ""data"": [""data_random_forest""]}}, {""name"": ""random_forest.train"", ""arguments"": {""n_estimators"": [200], ""max_depth"": [20], ""data"": [""data_random_forest""]}}, {""name"": ""random_forest.train"", ""arguments"": {""n_estimators"": [300], ""max_depth"": [30], ""data"": [""data_random_forest""]}}, {""name"": ""random_forest.train"", ""arguments"": {""n_estimators"": [400], ""max_depth"": [40], ""data"": [""data_random_forest""]}}]",correct
parallel_11,parallel,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""ml.predict_house_price"", ""arguments"": {""location"": ""New York"", ""size"": 3000}}
</tool_call>

<tool_call>
{""name"": ""ml.predict_house_price"", ""arguments"": {""location"": ""Los Angeles"", ""size"": 4000}}
</tool_call>",4.356711604632437,244,69,15.837633119124332,15383.34228515625,15383.34228515625,15426.0,,,,2026-04-30T21:45:25.814882+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""ml.predict_house_price"", ""arguments"": {""location"": ""New York"", ""size"": 3000}}, {""name"": ""ml.predict_house_price"", ""arguments"": {""location"": ""Los Angeles"", ""size"": 4000}}]","[{""name"": ""ml.predict_house_price"", ""arguments"": {""location"": [""New York"", ""New York, NY"", ""NYC""], ""size"": [3000]}}, {""name"": ""ml.predict_house_price"", ""arguments"": {""location"": [""Los Angeles"", ""Los Angeles, CA"", ""LA""], ""size"": [4000]}}]",correct
parallel_185,parallel,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""estimate_population"", ""arguments"": {""species"": ""Bengal Tiger"", ""country"": ""India"", ""year"": 2021}}
</tool_call>

<tool_call>
{""name"": ""estimate_population"", ""arguments"": {""species"": ""African Elephant"", ""country"": ""Kenya"", ""year"": 2021}}
</tool_call>

<tool_call>
{""name"": ""estimate_population"", ""arguments"": {""species"": ""Bengal Tiger"", ""country"": ""India"", ""year"": 2023}}
</tool_call>

<tool_call>
{""name"": ""estimate_population"", ""arguments"": {""species"": ""African Elephant"", ""country"": ""Kenya"", ""year"": 2023}}
</tool_call>",10.167373022064567,299,161,15.834965398693287,15396.23486328125,15396.23486328125,15448.0,,,,2026-04-30T21:45:30.183586+00:00,False,"argument_mismatch: Argument mismatch for 'species': predicted African Elephant, gold ['African Elephants'].","[{""name"": ""estimate_population"", ""arguments"": {""species"": ""Bengal Tiger"", ""country"": ""India"", ""year"": 2021}}, {""name"": ""estimate_population"", ""arguments"": {""species"": ""African Elephant"", ""country"": ""Kenya"", ""year"": 2021}}, {""name"": ""estimate_population"", ""arguments"": {""species"": ""Bengal Tiger"", ""country"": ""India"", ""year"": 2023}}, {""name"": ""estimate_population"", ""arguments"": {""species"": ""African Elephant"", ""country"": ""Kenya"", ""year"": 2023}}]","[{""name"": ""estimate_population"", ""arguments"": {""species"": [""Bengal Tigers"", ""Bengal Tiger""], ""country"": [""India""], ""year"": [2021]}}, {""name"": ""estimate_population"", ""arguments"": {""species"": [""African Elephants""], ""country"": [""Kenya""], ""year"": [2021]}}, {""name"": ""estimate_population"", ""arguments"": {""species"": [""Bengal Tigers"", ""Bengal Tiger""], ""country"": [""India""], ""year"": [""""]}}, {""name"": ""estimate_population"", ""arguments"": {""species"": [""African Elephants""], ""country"": [""Kenya""], ""year"": [2023]}}]",argument_mismatch
parallel_118,parallel,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""ecology_data.precipitation_stats"", ""arguments"": {""location"": ""Amazon rainforest"", ""time_frame"": ""six_months""}}
</tool_call>

<tool_call>
{""name"": ""ecology_data.precipitation_stats"", ""arguments"": {""location"": ""Amazon rainforest"", ""time_frame"": ""year""}}
</tool_call>

<tool_call>
{""name"": ""ecology_data.precipitation_stats"", ""arguments"": {""location"": ""Amazon rainforest"", ""time_frame"": ""five_years""}}
</tool_call>",7.583477863110602,272,120,15.823874238986468,15389.59228515625,15389.59228515625,15448.0,,,,2026-04-30T21:45:40.359025+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""ecology_data.precipitation_stats"", ""arguments"": {""location"": ""Amazon rainforest"", ""time_frame"": ""six_months""}}, {""name"": ""ecology_data.precipitation_stats"", ""arguments"": {""location"": ""Amazon rainforest"", ""time_frame"": ""year""}}, {""name"": ""ecology_data.precipitation_stats"", ""arguments"": {""location"": ""Amazon rainforest"", ""time_frame"": ""five_years""}}]","[{""name"": ""ecology_data.precipitation_stats"", ""arguments"": {""location"": [""Amazon rainforest""], ""time_frame"": [""six_months""]}}, {""name"": ""ecology_data.precipitation_stats"", ""arguments"": {""location"": [""Amazon rainforest""], ""time_frame"": [""year""]}}, {""name"": ""ecology_data.precipitation_stats"", ""arguments"": {""location"": [""Amazon rainforest""], ""time_frame"": [""five_years""]}}]",correct
parallel_105,parallel,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""calc_heat_capacity"", ""arguments"": {""temp"": 300, ""volume"": 2.5, ""gas"": ""air""}}
</tool_call>

<tool_call>
{""name"": ""calc_heat_capacity"", ""arguments"": {""temp"": 350, ""volume"": 2.5, ""gas"": ""air""}}
</tool_call>

<tool_call>
{""name"": ""calc_heat_capacity"", ""arguments"": {""temp"": 300, ""volume"": 1.5, ""gas"": ""air""}}
</tool_call>

<tool_call>
{""name"": ""calc_heat_capacity"", ""arguments"": {""temp"": 350, ""volume"": 1.5, ""gas"": ""air""}}
</tool_call>",9.930809318087995,342,157,15.809386221326383,15406.30810546875,15406.30810546875,15448.0,,,,2026-04-30T21:45:47.952443+00:00,False,"wrong_call_count: predicted 4, gold 3.","[{""name"": ""calc_heat_capacity"", ""arguments"": {""temp"": 300, ""volume"": 2.5, ""gas"": ""air""}}, {""name"": ""calc_heat_capacity"", ""arguments"": {""temp"": 350, ""volume"": 2.5, ""gas"": ""air""}}, {""name"": ""calc_heat_capacity"", ""arguments"": {""temp"": 300, ""volume"": 1.5, ""gas"": ""air""}}, {""name"": ""calc_heat_capacity"", ""arguments"": {""temp"": 350, ""volume"": 1.5, ""gas"": ""air""}}]","[{""name"": ""calc_heat_capacity"", ""arguments"": {""temp"": [300], ""volume"": [2.5], ""gas"": [""air"", """"]}}, {""name"": ""calc_heat_capacity"", ""arguments"": {""temp"": [350], ""volume"": [2.5], ""gas"": [""air"", """"]}}, {""name"": ""calc_heat_capacity"", ""arguments"": {""temp"": [300], ""volume"": [1.5], ""gas"": [""air"", """"]}}]",wrong_call_count
parallel_171,parallel,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""calculate_return_on_equity"", ""arguments"": {""net_income"": 1000000, ""shareholder_equity"": 5000000, ""dividends_paid"": 200000}}
</tool_call>
<tool_call>
{""name"": ""calculate_return_on_equity"", ""arguments"": {""net_income"": 2000000, ""shareholder_equity"": 10000000, ""dividends_paid"": 0}}",6.097751610912383,351,96,15.743507791986938,15410.16845703125,15410.16845703125,15448.0,,,,2026-04-30T21:45:57.893490+00:00,False,"wrong_call_count: predicted 1, gold 2.","[{""name"": ""calculate_return_on_equity"", ""arguments"": {""net_income"": 1000000, ""shareholder_equity"": 5000000, ""dividends_paid"": 200000}}]","[{""name"": ""calculate_return_on_equity"", ""arguments"": {""net_income"": [1000000], ""shareholder_equity"": [5000000], ""dividends_paid"": [200000]}}, {""name"": ""calculate_return_on_equity"", ""arguments"": {""net_income"": [2000000], ""shareholder_equity"": [10000000], ""dividends_paid"": [0, """"]}}]",wrong_call_count
parallel_44,parallel,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""concert.find_nearby"", ""arguments"": {""location"": ""Berlin"", ""date"": ""next Friday"", ""genre"": ""Classical"", ""amenities"": [""Parking""]}}
</tool_call>

<tool_call>
{""name"": ""concert.find_nearby"", ""arguments"": {""location"": ""Paris"", ""date"": ""next Friday"", ""genre"": ""Classical"", ""amenities"": [""Parking""]}}
</tool_call>",6.1620432320050895,361,97,15.741531882832446,15411.69677734375,15411.69677734375,15446.0,,,,2026-04-30T21:46:04.001578+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""concert.find_nearby"", ""arguments"": {""location"": ""Berlin"", ""date"": ""next Friday"", ""genre"": ""Classical"", ""amenities"": [""Parking""]}}, {""name"": ""concert.find_nearby"", ""arguments"": {""location"": ""Paris"", ""date"": ""next Friday"", ""genre"": ""Classical"", ""amenities"": [""Parking""]}}]","[{""name"": ""concert.find_nearby"", ""arguments"": {""location"": [""Berlin""], ""date"": [""next Friday""], ""genre"": [""Classical"", ""classical""], ""amenities"": [[""Parking""], """"]}}, {""name"": ""concert.find_nearby"", ""arguments"": {""location"": [""Paris""], ""date"": [""next Friday""], ""genre"": [""Classical"", ""classical""], ""amenities"": [[""Parking""], """"]}}]",correct
parallel_110,parallel,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""cell_biology.function_lookup"", ""arguments"": {""molecule"": ""ATP"", ""organelle"": ""mitochondria"", ""specific_function"": ""true""}}
</tool_call>
<tool_call>
{""name"": ""cell_biology.function_lookup"", ""arguments"": {""molecule"": ""DNA"", ""organelle"": ""nucleus"", ""specific_function"": ""true""}}
</tool_call>",5.837813866790384,319,92,15.759323969433336,15400.87744140625,15400.87744140625,15448.0,,,,2026-04-30T21:46:10.174914+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""cell_biology.function_lookup"", ""arguments"": {""molecule"": ""ATP"", ""organelle"": ""mitochondria"", ""specific_function"": ""true""}}, {""name"": ""cell_biology.function_lookup"", ""arguments"": {""molecule"": ""DNA"", ""organelle"": ""nucleus"", ""specific_function"": ""true""}}]","[{""name"": ""cell_biology.function_lookup"", ""arguments"": {""molecule"": [""ATP""], ""organelle"": [""mitochondria""], ""specific_function"": [true]}}, {""name"": ""cell_biology.function_lookup"", ""arguments"": {""molecule"": [""DNA""], ""organelle"": [""nucleus""], ""specific_function"": [true]}}]",correct
parallel_153,parallel,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""train_random_forest_classifier"", ""arguments"": {""dataset"": ""dataset1"", ""max_depth"": ""10"", ""n_estimators"": ""100""}}
</tool_call>

<tool_call>
{""name"": ""train_random_forest_classifier"", ""arguments"": {""dataset"": ""dataset2"", ""max_depth"": ""20"", ""n_estimators"": ""200""}}
</tool_call>",5.407417139969766,359,85,15.719149789963357,15411.39111328125,15411.39111328125,15448.0,,,,2026-04-30T21:46:16.022722+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""train_random_forest_classifier"", ""arguments"": {""dataset"": ""dataset1"", ""max_depth"": ""10"", ""n_estimators"": ""100""}}, {""name"": ""train_random_forest_classifier"", ""arguments"": {""dataset"": ""dataset2"", ""max_depth"": ""20"", ""n_estimators"": ""200""}}]","[{""name"": ""train_random_forest_classifier"", ""arguments"": {""dataset"": [""dataset1""], ""max_depth"": [10], ""n_estimators"": [100]}}, {""name"": ""train_random_forest_classifier"", ""arguments"": {""dataset"": [""dataset2""], ""max_depth"": [20], ""n_estimators"": [200]}}]",correct
parallel_8,parallel,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""database_us_census.get_population"", ""arguments"": {""area"": ""New York City"", ""type"": ""city"", ""year"": 2020}}
</tool_call>

<tool_call>
{""name"": ""database_us_census.get_population"", ""arguments"": {""area"": ""Los Angeles"", ""type"": ""city"", ""year"": 2020}}
</tool_call>

<tool_call>
{""name"": ""database_us_census.get_population"", ""arguments"": {""area"": ""Alaska"", ""type"": ""state"", ""year"": 2020}}
</tool_call>

<tool_call>
{""name"": ""database_us_census.get_population"", ""arguments"": {""area"": ""USA"", ""type"": ""country"", ""year"": 2020}}
</tool_call>",10.665230819024146,278,169,15.845883025667444,15391.02490234375,15391.02490234375,15448.0,,,,2026-04-30T21:46:21.440457+00:00,False,"argument_mismatch: Argument mismatch for 'year': predicted 2020, gold ['', 2000].","[{""name"": ""database_us_census.get_population"", ""arguments"": {""area"": ""New York City"", ""type"": ""city"", ""year"": 2020}}, {""name"": ""database_us_census.get_population"", ""arguments"": {""area"": ""Los Angeles"", ""type"": ""city"", ""year"": 2020}}, {""name"": ""database_us_census.get_population"", ""arguments"": {""area"": ""Alaska"", ""type"": ""state"", ""year"": 2020}}, {""name"": ""database_us_census.get_population"", ""arguments"": {""area"": ""USA"", ""type"": ""country"", ""year"": 2020}}]","[{""name"": ""database_us_census.get_population"", ""arguments"": {""area"": [""New York City"", ""NY"", ""New York City, NY"", ""NYC""], ""type"": [""city""], ""year"": ["""", 2000]}}, {""name"": ""database_us_census.get_population"", ""arguments"": {""area"": [""Los Angeles"", ""Los Angeles, CA"", ""CA"", ""Los Angeles, CA""], ""type"": [""city""], ""year"": ["""", 2000]}}, {""name"": ""database_us_census.get_population"", ""arguments"": {""area"": [""Alaska""], ""type"": [""state""], ""year"": ["""", 2000]}}, {""name"": ""database_us_census.get_population"", ""arguments"": {""area"": [""USA"", ""United States"", ""United States of America""], ""type"": [""country""], ""year"": ["""", 2000]}}]",argument_mismatch
parallel_123,parallel,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""generate_DNA_sequence"", ""arguments"": {""length"": ""500"", ""preferences"": ""['A']}}
</tool_call>

<tool_call>
{""name"": ""generate_DNA_sequence"", ""arguments"": {""length"": ""500"", ""preferences"": ""['T']}}
</tool_call>

<tool_call>
{""name"": ""generate_DNA_sequence"", ""arguments"": {""length"": ""500"", ""preferences"": ""['C']}}
</tool_call>

<tool_call>
{""name"": ""generate_DNA_sequence"", ""arguments"": {""length"": ""500"", ""preferences"": ""['G']}}
</tool_call>",8.66937697865069,323,137,15.802750340350618,15401.77197265625,15401.77197265625,15448.0,,,,2026-04-30T21:46:32.116013+00:00,False,parse_failure: Could not parse predicted tool calls.,null,"[{""name"": ""generate_DNA_sequence"", ""arguments"": {""length"": [500], ""preferences"": [[""A""]]}}, {""name"": ""generate_DNA_sequence"", ""arguments"": {""length"": [500], ""preferences"": [[""T""]]}}, {""name"": ""generate_DNA_sequence"", ""arguments"": {""length"": [500], ""preferences"": [[""C""]]}}, {""name"": ""generate_DNA_sequence"", ""arguments"": {""length"": [500], ""preferences"": [[""G""]]}}]",parse_failure
parallel_163,parallel,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""calc_binomial_prob"", ""arguments"": {""num_trials"": ""10"", ""num_success"": ""6"", ""prob_success"": ""0.6""}}
</tool_call>
<tool_call>
{""name"": ""calc_binomial_prob"", ""arguments"": {""num_trials"": ""10"", ""num_success"": ""6"", ""prob_success"": ""0.5""}}
</tool_call>
<tool_call>
{""name"": ""calc_binomial_prob"", ""arguments"": {""num_trials"": ""15"", ""num_success"": ""6"", ""prob_success"": ""0.5""}}
</tool_call>",8.243809392210096,383,130,15.769408754506403,15416.12939453125,15416.12939453125,15468.0,,,,2026-04-30T21:46:40.796507+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""calc_binomial_prob"", ""arguments"": {""num_trials"": ""10"", ""num_success"": ""6"", ""prob_success"": ""0.6""}}, {""name"": ""calc_binomial_prob"", ""arguments"": {""num_trials"": ""10"", ""num_success"": ""6"", ""prob_success"": ""0.5""}}, {""name"": ""calc_binomial_prob"", ""arguments"": {""num_trials"": ""15"", ""num_success"": ""6"", ""prob_success"": ""0.5""}}]","[{""name"": ""calc_binomial_prob"", ""arguments"": {""num_trials"": [10], ""num_success"": [6], ""prob_success"": [0.6]}}, {""name"": ""calc_binomial_prob"", ""arguments"": {""num_trials"": [10], ""num_success"": [6], ""prob_success"": [0.5]}}, {""name"": ""calc_binomial_prob"", ""arguments"": {""num_trials"": [15], ""num_success"": [6], ""prob_success"": [0.5]}}]",correct
parallel_83,parallel,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""final_velocity"", ""arguments"": {""initial_velocity"": ""0"", ""acceleration"": ""5"", ""time"": ""10""}}
</tool_call>

<tool_call>
{""name"": ""final_velocity"", ""arguments"": {""initial_velocity"": ""10"", ""acceleration"": ""7"", ""time"": ""8""}}
</tool_call>

<tool_call>
{""name"": ""final_velocity"", ""arguments"": {""initial_velocity"": ""20"", ""acceleration"": ""4"", ""time"": ""12""}}
</tool_call>",7.300227178726345,384,115,15.752934420331806,15416.33642578125,15416.33642578125,15462.0,,,,2026-04-30T21:46:49.051560+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""final_velocity"", ""arguments"": {""initial_velocity"": ""0"", ""acceleration"": ""5"", ""time"": ""10""}}, {""name"": ""final_velocity"", ""arguments"": {""initial_velocity"": ""10"", ""acceleration"": ""7"", ""time"": ""8""}}, {""name"": ""final_velocity"", ""arguments"": {""initial_velocity"": ""20"", ""acceleration"": ""4"", ""time"": ""12""}}]","[{""name"": ""final_velocity"", ""arguments"": {""initial_velocity"": [0], ""acceleration"": [5], ""time"": [10]}}, {""name"": ""final_velocity"", ""arguments"": {""initial_velocity"": [10], ""acceleration"": [7], ""time"": [8]}}, {""name"": ""final_velocity"", ""arguments"": {""initial_velocity"": [20], ""acceleration"": [4], ""time"": [12]}}]",correct
parallel_12,parallel,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""model.DecisionTreeClassifier"", ""arguments"": {""criterion"": ""gini"", ""max_depth"": ""5"", ""random_state"": ""1""}}
</tool_call>

<tool_call>
{""name"": ""model.DecisionTreeClassifier"", ""arguments"": {""criterion"": ""entropy"", ""max_depth"": ""10"", ""random_state"": ""1""}}
</tool_call>",5.460268071852624,316,86,15.750142459731084,15400.34814453125,15400.34814453125,15448.0,,,,2026-04-30T21:46:56.363767+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""model.DecisionTreeClassifier"", ""arguments"": {""criterion"": ""gini"", ""max_depth"": ""5"", ""random_state"": ""1""}}, {""name"": ""model.DecisionTreeClassifier"", ""arguments"": {""criterion"": ""entropy"", ""max_depth"": ""10"", ""random_state"": ""1""}}]","[{""name"": ""model.DecisionTreeClassifier"", ""arguments"": {""criterion"": [""gini""], ""max_depth"": [5], ""random_state"": [1]}}, {""name"": ""model.DecisionTreeClassifier"", ""arguments"": {""criterion"": [""entropy""], ""max_depth"": [10], ""random_state"": [1]}}]",correct
parallel_multiple_159,parallel_multiple,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""calculate_return_on_equity"", ""arguments"": {""net_income"": 2000000, ""shareholder_equity"": 10000000, ""dividends_paid"": 500000}}
</tool_call>
<tool_call>
{""name"": ""get_song_lyrics"", ""arguments"": {""song_title"": ""Bohemian Rhapsody"", ""artist_name"": ""Queen"", ""lang"": ""English""}}
</tool_call>
<tool_call>
{""name"": ""law_case_search.find_historical"", ""arguments"": {""subject"": ""fraud"", ""from_year"": 1990, ""to_year"": 2000}}
</tool_call>
<tool_call>
{""name"": ""public_library.find_nearby"", ""arguments"": {""location"": ""Boston, MA"", ""facilities"": ""[\""Wi-Fi\"", \""Reading Room\""]""}}
</tool_call>",11.928714627865702,975,184,15.424964528045003,15560.40673828125,15560.40673828125,15616.0,,,,2026-04-30T21:47:01.834428+00:00,False,"argument_mismatch: Argument mismatch for 'facilities': predicted [""Wi-Fi"", ""Reading Room""], gold [['Reading Room', 'Wi-Fi'], ['Wi-Fi', 'Reading Room']].","[{""name"": ""calculate_return_on_equity"", ""arguments"": {""net_income"": 2000000, ""shareholder_equity"": 10000000, ""dividends_paid"": 500000}}, {""name"": ""get_song_lyrics"", ""arguments"": {""song_title"": ""Bohemian Rhapsody"", ""artist_name"": ""Queen"", ""lang"": ""English""}}, {""name"": ""law_case_search.find_historical"", ""arguments"": {""subject"": ""fraud"", ""from_year"": 1990, ""to_year"": 2000}}, {""name"": ""public_library.find_nearby"", ""arguments"": {""location"": ""Boston, MA"", ""facilities"": ""[\""Wi-Fi\"", \""Reading Room\""]""}}]","[{""name"": ""calculate_return_on_equity"", ""arguments"": {""net_income"": [2000000], ""shareholder_equity"": [10000000], ""dividends_paid"": [500000]}}, {""name"": ""get_song_lyrics"", ""arguments"": {""song_title"": [""Bohemian Rhapsody""], ""artist_name"": [""Queen""], ""lang"": [""English"", """"]}}, {""name"": ""law_case_search.find_historical"", ""arguments"": {""subject"": [""fraud""], ""from_year"": [1990], ""to_year"": [2000]}}, {""name"": ""public_library.find_nearby"", ""arguments"": {""location"": [""Boston, MA"", ""Boston,MA"", ""Boston""], ""facilities"": [[""Reading Room"", ""Wi-Fi""], [""Wi-Fi"", ""Reading Room""]]}}]",argument_mismatch
parallel_multiple_108,parallel_multiple,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""five_factor_model.analyse"", ""arguments"": {""talkative"": ""true"", ""nervous"": ""false"", ""artistic_interests"": ""true"", ""lazy"": ""false"", ""forgiving"": ""true""}}
</tool_call>
<tool_call>
{""name"": ""MBTI.analyse"", ""arguments"": {""thinking_vs_feeling"": ""feeling"", ""introverted_vs_extroverted"": ""extroverted"", ""judging_vs_perceiving"": ""perceiving"", ""sensing_vs_intuition"": ""intuition""}}
</tool_call>",8.118846770841628,692,126,15.519445502102807,15489.88720703125,15489.88720703125,15544.0,,,,2026-04-30T21:47:13.776068+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""five_factor_model.analyse"", ""arguments"": {""talkative"": ""true"", ""nervous"": ""false"", ""artistic_interests"": ""true"", ""lazy"": ""false"", ""forgiving"": ""true""}}, {""name"": ""MBTI.analyse"", ""arguments"": {""thinking_vs_feeling"": ""feeling"", ""introverted_vs_extroverted"": ""extroverted"", ""judging_vs_perceiving"": ""perceiving"", ""sensing_vs_intuition"": ""intuition""}}]","[{""name"": ""five_factor_model.analyse"", ""arguments"": {""talkative"": [true], ""nervous"": [false], ""artistic_interests"": [true], ""lazy"": [false], ""forgiving"": [true]}}, {""name"": ""MBTI.analyse"", ""arguments"": {""thinking_vs_feeling"": [""feeling"", ""F""], ""introverted_vs_extroverted"": [""extroverted"", ""E""], ""judging_vs_perceiving"": [""perceiving"", ""P""], ""sensing_vs_intuition"": [""intuition"", ""N""]}}]",correct
parallel_multiple_196,parallel_multiple,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""recipe_info.get_calories"", ""arguments"": {""website"": ""AllRecipes"", ""recipe"": ""Chicken Alfredo"", ""optional_meal_time"": ""Dinner""}}
</tool_call>

<tool_call>
{""name"": ""get_stock_price"", ""arguments"": {""company_names"": ""['Apple', 'Microsoft', 'Tesla']""}}
</tool_call>

<tool_call>
{""name"": ""get_team_ranking"", ""arguments"": {""team_name"": ""Brazil"", ""year"": ""2018"", ""gender"": ""men""}}
</tool_call>",7.768696755636483,627,121,15.57532798692521,15481.61376953125,15481.61376953125,15524.0,,,,2026-04-30T21:47:21.907109+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""recipe_info.get_calories"", ""arguments"": {""website"": ""AllRecipes"", ""recipe"": ""Chicken Alfredo"", ""optional_meal_time"": ""Dinner""}}, {""name"": ""get_stock_price"", ""arguments"": {""company_names"": ""['Apple', 'Microsoft', 'Tesla']""}}, {""name"": ""get_team_ranking"", ""arguments"": {""team_name"": ""Brazil"", ""year"": ""2018"", ""gender"": ""men""}}]","[{""name"": ""recipe_info.get_calories"", ""arguments"": {""website"": [""AllRecipes""], ""recipe"": [""Chicken Alfredo""], ""optional_meal_time"": [""Dinner"", """"]}}, {""name"": ""get_stock_price"", ""arguments"": {""company_names"": [[""Apple"", ""Microsoft"", ""Tesla""]]}}, {""name"": ""get_team_ranking"", ""arguments"": {""team_name"": [""Brazil""], ""year"": [2018], ""gender"": [""men"", """"]}}]",correct
